code,name,big_cat,mid_cat,small_cat,theme_id,theme_name,weight,role,confidence,source
1450,ＴＡＮＡＫＥＮ,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1716,第一カッター興業,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1718,美樹工業,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1719,安藤・間,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1720,東急建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1721,コムシスＨＬＤＧ,建設・不動産,建設・土木,設備工事（通信）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1723,日本電技,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1724,シンクレイヤ,建設・不動産,建設・土木,設備工事（通信）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1736,オーテック,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1758,太洋基礎工業,建設・不動産,建設・土木,地盤改良工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1762,高松コンストラクショングループ,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1764,工藤建設,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1766,東建コーポレーション,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1768,ソネック,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1770,藤田エンジニアリング,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1780,ヤマウラ,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1786,オリエンタル白石,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1787,ナカボーテック,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1788,三東工業社,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1793,大本組,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1798,守谷商会,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1799,第一建設工業,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1801,大成建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1802,大林組,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1803,清水建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1807,佐藤渡辺,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1808,長谷工コーポレーション,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1810,松井建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1811,錢高組,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1812,鹿島建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1813,不動テトラ,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1814,大末建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1815,鉄建建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1820,西松建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1822,大豊建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1826,佐田建設,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1827,ナカノフドー建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1828,田辺工業,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1833,奥村組,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1835,東鉄工業,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1844,大盛工業,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1847,イチケン,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1848,富士ピー・エス,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1850,南海辰村建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1852,淺沼組,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1853,森組,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1860,戸田建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1861,熊谷組,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1866,北野建設,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1867,植木組,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1870,矢作建設工業,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1871,ピーエス・コンストラクション,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1879,新日本建設,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1882,東亜道路工業,建設・不動産,建設・土木,道路舗装工事・管理,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1885,東亜建設工業,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1887,日本国土開発,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1888,若築建設,建設・不動産,建設・土木,海洋土木,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1893,五洋建設,建設・不動産,建設・土木,海洋土木,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1897,金下建設,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1898,世紀東急工業,建設・不動産,建設・土木,道路舗装工事・管理,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1899,福田組,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1904,大成温調,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1905,テノックス,建設・不動産,建設・土木,地盤改良工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1914,日本基礎技術,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1921,巴コーポレーション,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1926,ライト工業,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1929,日特建設,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1930,北陸電気工事,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1934,ユアテック,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1938,日本リーテック,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1939,四電工,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1941,中電工,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1942,関電工,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1944,きんでん,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1945,東京エネシス,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1946,トーエネック,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1948,弘電社,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1950,日本電設工業,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1951,エクシオグループ,建設・不動産,建設・土木,設備工事（通信）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1952,新日本空調,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1959,クラフティア,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1960,サンテック,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1961,三機工業,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1963,日揮ＨＬＤＧ,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1964,中外炉工業,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1965,テクノ菱和,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1966,高田工業所,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1967,ヤマト,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1968,太平電業,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1969,高砂熱学工業,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1972,三晃金属工業,建設・不動産,建設資材・設備,建築材料（金属）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
1975,朝日工業社,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1976,明星工業,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1979,大氣社,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1980,ダイダン,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1981,協和日成,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1982,日比谷総合設備,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
1997,暁飯島工業,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
211A,カドス,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
253A,ＥＴＳグループ,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
256A,飛島ＨＬＤＧ,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
3423,エスイー,建設・不動産,建設資材・設備,建築材料（金属）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
3431,宮地エンジニアリンググループ,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
3440,日創グループ,建設・不動産,建設資材・設備,建築材料（金属）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
3443,川田テクノロジーズ,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
3447,信和,建設・不動産,建設資材・設備,建築材料（金属）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
3647,アスリナ,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
4026,神島化学工業,建設・不動産,建設資材・設備,建築材料（タイル・煉瓦・石材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
4206,アイカ工業,建設・不動産,建設資材・設備,建築材料（床材・内装材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
4212,積水樹脂,建設・不動産,建設資材・設備,建築材料（樹脂・ゴム）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
4216,旭有機材,建設・不動産,建設資材・設備,建築材料（管工機材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
4224,ロンシール工業,建設・不動産,建設資材・設備,建築材料（床材・内装材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
4651,サニックスＨＬＤＧ,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
4657,環境管理センター,建設・不動産,建設・土木,土壌調査・航空測量,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
4658,日本空調サービス,建設・不動産,建設資材・設備,ビルメンテナンス,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
4664,アール・エス・シー,建設・不動産,建設資材・設備,ビルメンテナンス,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
4673,川崎地質,建設・不動産,建設・土木,土壌調査・航空測量,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5011,ニチレキグループ,建設・不動産,建設・土木,道路舗装工事・管理,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5074,テスＨＬＤＧ,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5076,インフロニア・ＨＬＤＧ,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5079,ノバック,建設・不動産,建設・土木,総合建設（ゼネコン）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5232,住友大阪セメント,建設・不動産,建設資材・設備,セメント・生コンクリート,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5233,太平洋セメント,建設・不動産,建設資材・設備,セメント・生コンクリート,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5237,ノザワ,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5262,日本ヒューム,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5268,旭コンクリート工業,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5269,日本コンクリート工業,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5271,トーヨーアサノ,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5273,三谷セキサン,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5279,日本興業,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5282,ジオスター,建設・不動産,建設・土木,土木・建築,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5283,高見澤,建設・不動産,建設資材・設備,セメント・生コンクリート,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5284,ヤマウＨＬＤＧ,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5285,ヤマックス,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5287,イトーヨーギョー,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5288,アジアパイルＨＬＤＧ,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5290,ベルテクスコーポレーション,建設・不動産,建設資材・設備,建築材料（コンクリート）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5332,ＴＯＴＯ,建設・不動産,建設資材・設備,住宅設備（トイレ・洗面台）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5337,ダントーＨＬＤＧ,建設・不動産,建設資材・設備,建築材料（タイル・煉瓦・石材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5341,ＡＳＡＨＩ　ＥＩＴＯＨＬＤＧ,建設・不動産,建設資材・設備,住宅設備（トイレ・洗面台）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5351,品川リフラ,建設・不動産,建設資材・設備,耐火物・窯炉,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5355,日本坩堝,建設・不動産,建設資材・設備,耐火物・窯炉,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5356,美濃窯業,建設・不動産,建設資材・設備,耐火物・窯炉,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5357,ヨータイ,建設・不動産,建設資材・設備,耐火物・窯炉,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5368,日本インシュレーション,建設・不動産,建設資材・設備,建築材料（タイル・煉瓦・石材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5380,新東,建設・不動産,建設資材・設備,建築材料（タイル・煉瓦・石材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5388,クニミネ工業,建設・不動産,建設資材・設備,建築材料（タイル・煉瓦・石材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5391,エーアンドエーマテリアル,建設・不動産,建設資材・設備,建築材料（タイル・煉瓦・石材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5393,ニチアス,建設・不動産,建設資材・設備,建築材料（タイル・煉瓦・石材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5612,日本鋳鉄管,建設・不動産,建設資材・設備,建築材料（管工機材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5900,ダイケン,建設・不動産,建設資材・設備,建築材料（金属）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5909,コロナ,建設・不動産,建設資材・設備,住宅設備（ガス・石油機器）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5911,横河ブリッジＨＬＤＧ,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5915,駒井ハルテック,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5918,瀧上工業,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5921,川岸工業,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5922,那須電機鉄工,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5923,高田機工,建設・不動産,建設・土木,鉄骨・橋梁建設,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
5928,アルメタックス,建設・不動産,建設資材・設備,建築材料（窓・サッシ・シャッター）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5929,三和ＨＬＤＧ,建設・不動産,建設資材・設備,建築材料（窓・サッシ・シャッター）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5930,文化シヤッター,建設・不動産,建設資材・設備,建築材料（窓・サッシ・シャッター）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5932,三協立山,建設・不動産,建設資材・設備,建築材料（窓・サッシ・シャッター）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5936,東洋シヤッター,建設・不動産,建設資材・設備,建築材料（窓・サッシ・シャッター）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5938,ＬＩＸＩＬ,建設・不動産,建設資材・設備,住宅設備（トイレ・洗面台）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5939,大谷工業,建設・不動産,建設資材・設備,建築材料（金属）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5940,不二サッシ,建設・不動産,建設資材・設備,建築材料（窓・サッシ・シャッター）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5943,ノーリツ,建設・不動産,建設資材・設備,住宅設備（ガス・石油機器）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5946,長府製作所,建設・不動産,建設資材・設備,住宅設備（ガス・石油機器）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5947,リンナイ,建設・不動産,建設資材・設備,住宅設備（ガス・石油機器）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5958,三洋工業,建設・不動産,建設資材・設備,建築材料（金属）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5959,岡部,建設・不動産,建設資材・設備,建築材料（金属）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
5973,トーアミ,建設・不動産,建設資材・設備,建築材料（金属）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
6044,三機サービス,建設・不動産,建設資材・設備,ビルメンテナンス,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
6055,ジャパンマテリアル,建設・不動産,建設・土木,設備工事（空調・配管）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6092,エンバイオＨＬＤＧ,建設・不動産,建設・土木,土壌調査・航空測量,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6171,土木管理総合試験所,建設・不動産,建設・土木,土壌調査・航空測量,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6230,ＳＡＮＥＩ,建設・不動産,建設資材・設備,建築材料（管工機材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
6269,三井海洋開発,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6306,日工,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6330,東洋エンジニアリング,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6331,三菱化工機,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6332,月島ＨＬＤＧ,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6366,千代田化工建設,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6378,木村化工機,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6379,レイズネクスト,建設・不動産,建設・土木,プラント設計・工事,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
6484,ＫＶＫ,建設・不動産,建設資材・設備,建築材料（管工機材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
6485,前澤給装工業,建設・不動産,建設資材・設備,建築材料（管工機材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
6544,ジャパンエレベーターサービスＨ,建設・不動産,建設資材・設備,ビルメンテナンス,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
6546,フルテック,建設・不動産,建設資材・設備,建築材料（窓・サッシ・シャッター）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
6822,大井電気,建設・不動産,建設・土木,設備工事（通信）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
7565,萬世電機,建設・不動産,建設・土木,設備工事（電気・電設）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設・土木
7590,タカショー,建設・不動産,建設資材・設備,建築材料（エクステリア・外構）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7808,シー・エス・ランバー,建設・不動産,建設資材・設備,建築材料（木材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7815,東京ボード工業,建設・不動産,建設資材・設備,建築材料（床材・内装材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7820,ニホンフラッシュ,建設・不動産,建設資材・設備,建築材料（木材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7821,前田工繊,建設・不動産,建設資材・設備,建築材料（樹脂・ゴム）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
7822,永大産業,建設・不動産,建設資材・設備,建築材料（床材・内装材）,infrastructure,国土強靭化・建設,1.0,core,auto,業種:建設資材・設備
